	review_id	user_id	business_id	stars	date	text	useful	funny	cool	pos_rev
18	K7o5jDInfmX3cY5oH6ATNw	u0LXt3Uea_GidxRW1xcsfg	oWTn2IzrprsRkPfULtjZtQ	3	2012-09-23	"Came here for a burger as one of my friends said they had good burgers and people from work would come by twice a month for a burger run.

Ordered the original was was ok, wasn't as amazing as everyone says it to be. I think the veggie option would have been better.

A little pricy for a take-out burger."	4	0	0	['came', 'burger', 'one', 'friend', 'said', 'good', 'burger', 'peopl', 'work', 'would', 'come', 'twice', 'month', 'burger', 'runord', 'origin', 'ok', 'wasnt', 'amaz', 'everyon', 'say', 'think', 'veggi', 'option', 'would', 'bettera', 'littl', 'prici', 'takeout', 'burger']
19	WYDFJOBOl7cycd7gN-c_xA	u0LXt3Uea_GidxRW1xcsfg	zgQHtqX0gqMw1nlBZl2VnQ	1	2012-10-30	"really excited to hear of this restaurant coming to Toronto. When it finally opened, my friend and I were really excited to try this place.

Service here is not great, it felt like they had forgotten about us and that they didn't care about the service as everything came out one at a time. My friend and I had each ordered a ginger beer, which came out at two separate times (it was almost as if they had to go in the back and make it themselves - that's how long it took).

There is absolutely no vegetarian options, except for the one cold noodle - the mushroom bun is not vegetarian.

The pork belly bun was nothing special - just a piece of meat with the bun. For my vegetarian friend, we had ordered the bun plain so she could experience it as well, and they literally just gave it to us plain, with no sauce, no kimchi.

The Momofuko ramen was awful. It was bland and mushy. After a few bites, I couldn't handle eating anymore.

Momofuko is not the place to go if you want real ramen. I've had better experience with instant noodles."	9	2	1	['realli', 'excit', 'hear', 'restaur', 'come', 'toronto', 'final', 'open', 'friend', 'realli', 'excit', 'tri', 'placeservic', 'great', 'felt', 'like', 'forgotten', 'us', 'didnt', 'care', 'servic', 'everyth', 'came', 'one', 'time', 'friend', 'order', 'ginger', 'beer', 'came', 'two', 'separ', 'time', 'almost', 'go', 'back', 'make', 'that', 'long', 'tookther', 'absolut', 'vegetarian', 'option', 'except', 'one', 'cold', 'noodl', 'mushroom', 'bun', 'vegetarianth', 'pork', 'belli', 'bun', 'noth', 'special', 'piec', 'meat', 'bun', 'vegetarian', 'friend', 'order', 'bun', 'plain', 'could', 'experi', 'well', 'liter', 'gave', 'us', 'plain', 'sauc', 'kimchith', 'momofuko', 'ramen', 'aw', 'bland', 'mushi', 'bite', 'couldnt', 'handl', 'eat', 'anymoremomofuko', 'place', 'go', 'want', 'real', 'ramen', 'ive', 'better', 'experi', 'instant', 'noodl']
20	HSR2RLOifd0cvSNVqGXkMQ	u0LXt3Uea_GidxRW1xcsfg	28adZ4lsuUeVB2aWzohK9g	3	2012-10-19	"was always intrigued of this place when I pass by on the streetcar. Finally decided to try this place out this past summer. Read the reviews and everyone had lots of good things to say.

one of my friends has dietary restrictions and needs to have gluten-free items. When I had called to make the dinner reservation, I had asked and the hostess said, yes, we do have gluten-free items that are not just salads. Just let the server know when you come in.

excited to find another gluten-free place in town, my friends and I show up for the reservation. Upon arrival, the server was really nice and friendly. When we had asked about the gluten-free options, the answer was unfortunately as we do not cook our foods separately, the only gluten-free items are salads. Which was a disppointment to us, as we had specifically asked if there were gluten-free items that weren't salads on the menu.

So we decided to just order a couple of apps and drinks as we have been sitting there for quite some time, and it wasn't the server's fault that there wasn't any gluten-free items (we felt bad to just get up and leave). 

In reading the reviews, everyone thought very highly of the mac and cheese and poutine, we had ordered that to try. It wasn't bad, but not sure what the hype was about. Definitely pretty rich and filling and made for sharing!"	1	0	0	['alway', 'intrigu', 'place', 'pass', 'streetcar', 'final', 'decid', 'tri', 'place', 'past', 'summer', 'read', 'review', 'everyon', 'lot', 'good', 'thing', 'sayon', 'friend', 'dietari', 'restrict', 'need', 'glutenfre', 'item', 'call', 'make', 'dinner', 'reserv', 'ask', 'hostess', 'said', 'ye', 'glutenfre', 'item', 'salad', 'let', 'server', 'know', 'come', 'inexcit', 'find', 'anoth', 'glutenfre', 'place', 'town', 'friend', 'show', 'reserv', 'upon', 'arriv', 'server', 'realli', 'nice', 'friendli', 'ask', 'glutenfre', 'option', 'answer', 'unfortun', 'cook', 'food', 'separ', 'glutenfre', 'item', 'salad', 'disppoint', 'us', 'specif', 'ask', 'glutenfre', 'item', 'werent', 'salad', 'menuso', 'decid', 'order', 'coupl', 'app', 'drink', 'sit', 'quit', 'time', 'wasnt', 'server', 'fault', 'wasnt', 'glutenfre', 'item', 'felt', 'bad', 'get', 'leav', 'read', 'review', 'everyon', 'thought', 'highli', 'mac', 'chees', 'poutin', 'order', 'tri', 'wasnt', 'bad', 'sure', 'hype', 'definit', 'pretti', 'rich', 'fill', 'made', 'share']
21	Kki2nwtP8U2qmWwRvPwLRA	u0LXt3Uea_GidxRW1xcsfg	RWGI8u00x5GghYCEzpYrIg	4	2011-10-14	"This place reminds of St Lawrence Market in Toronto but more veggies and fruits then seafood.

Fruits and veggies look so good! Too bad we didn't have a kitchen at our hotel room, cause we would have bought and cooked up a storm!!

lots of varieties of apples!"	0	0	1	['place', 'remind', 'st', 'lawrenc', 'market', 'toronto', 'veggi', 'fruit', 'seafoodfruit', 'veggi', 'look', 'good', 'bad', 'didnt', 'kitchen', 'hotel', 'room', 'caus', 'would', 'bought', 'cook', 'stormlot', 'varieti', 'appl']
22	Q-mhDIKa3wJuWEx9uuciIA	u0LXt3Uea_GidxRW1xcsfg	Xy74meQwdTnloAAyRC-4cg	3	2013-07-01	"burgers are very big portions here.

definitely order the onion ring tower to share...

Milkshakes are tasty! My personal favourite - the vanilla one."	0	0	0	['burger', 'big', 'portion', 'heredefinit', 'order', 'onion', 'ring', 'tower', 'sharemilkshak', 'tasti', 'person', 'favourit', 'vanilla', 'one']
23	ypjtMQLKdAwKGRS-KU7oxA	u0LXt3Uea_GidxRW1xcsfg	hjk3ox7w1akbEuOgTJ03Bw	1	2012-05-10	"Food is very bland - not authentic at all.

meant to cater to the customers who have never eaten Vietnamese food before.

Definitely will not be returning!"	4	2	0	['food', 'bland', 'authent', 'allmeant', 'cater', 'custom', 'never', 'eaten', 'vietnames', 'food', 'beforedefinit', 'return']
24	vr9YpzkaVdDIauxiZYZhqA	u0LXt3Uea_GidxRW1xcsfg	ZnxudK5ExgpfXs4bicS4IA	3	2012-09-23	"While looking at different restaurants in the area, came upon this restaurant posting and decided to try it, as it is down the street from work.

Not bad when you want something slightly cheaper than Congee Star. It is a mix of chinese and choy suey menu."	0	0	1	['look', 'differ', 'restaur', 'area', 'came', 'upon', 'restaur', 'post', 'decid', 'tri', 'street', 'worknot', 'bad', 'want', 'someth', 'slightli', 'cheaper', 'conge', 'star', 'mix', 'chines', 'choy', 'suey', 'menu']
25	Ia-w-nR1FrlzsiuEiqqlbg	u0LXt3Uea_GidxRW1xcsfg	Eox_Qq74oaFZ-YjthpHhBw	3	2011-07-18	Service is really slow here. I waited for over 25 mins just for takeout. Definitely not worth the wait. However, they seem to have live music Friday nites, so if you are looking for entertainment and food sit-in is probably a lot faster	1	1	1	['servic', 'realli', 'slow', 'wait', 'min', 'takeout', 'definit', 'worth', 'wait', 'howev', 'seem', 'live', 'music', 'friday', 'nite', 'look', 'entertain', 'food', 'sitin', 'probabl', 'lot', 'faster']
26	y21Fom8a_SdAyC6I0v554w	u0LXt3Uea_GidxRW1xcsfg	zxJlg4XCHNoFy78WZPv89w	2	2011-09-28	"a few years ago, this used to be the place to be for bunch. I was really excited to take my boyfriend here to experience one of the ""must visit places in MTL"". Boy were we disappointed!

We had ordered the eggspectation omelette and eggs benedict. The omelette was bland, overcooked. The eggs benedict were ok, but I've had better. The portion size has come down.

Overall, food and service has gone downhill and not worth my time anymore."	0	0	0	['year', 'ago', 'use', 'place', 'bunch', 'realli', 'excit', 'take', 'boyfriend', 'experi', 'one', 'must', 'visit', 'place', 'mtl', 'boy', 'disappointedw', 'order', 'eggspect', 'omelett', 'egg', 'benedict', 'omelett', 'bland', 'overcook', 'egg', 'benedict', 'ok', 'ive', 'better', 'portion', 'size', 'come', 'downoveral', 'food', 'servic', 'gone', 'downhil', 'worth', 'time', 'anymor']
27	_ku1sDwkmQo2wIgWAaluZw	u0LXt3Uea_GidxRW1xcsfg	tOhRQqiupLyJdBJVQMGOEQ	5	2012-09-23	"OMG - Definitely worth going if you are in Montreal!!

And remember to eat it fresh - it is amazing paired with an organic cream cheese. mmmm...."	1	1	1	['omg', 'definit', 'worth', 'go', 'montrealand', 'rememb', 'eat', 'fresh', 'amaz', 'pair', 'organ', 'cream', 'chees', 'mmmm']
28	Enuk_DJbK0JPmgbFU8ePKw	u0LXt3Uea_GidxRW1xcsfg	N93EYZy9R0sdlEvubu94ig	3	2012-09-23	"Not sure what the hype is, but decided to give this a try based on all the reviews.

Maybe it was too hyped up, but it wasn't as amazing as I thought it would be. Maybe it was what we had ordered, but it was just ok. We had ordered the kimchi fries, which was kind of like a NY Fries ""the works"". The grilled pork banh mi was ok. 

Will be back to try other stuff, like the bao version and the pork belly."	0	0	0	['sure', 'hype', 'decid', 'give', 'tri', 'base', 'reviewsmayb', 'hype', 'wasnt', 'amaz', 'thought', 'would', 'mayb', 'order', 'ok', 'order', 'kimchi', 'fri', 'kind', 'like', 'ny', 'fri', 'work', 'grill', 'pork', 'banh', 'mi', 'ok', 'back', 'tri', 'stuff', 'like', 'bao', 'version', 'pork', 'belli']
29	iYlepMJ6j4whB8gxiZm6mw	u0LXt3Uea_GidxRW1xcsfg	AIUFSIIdCEi3XoRJaxtDLQ	4	2016-04-12	"Love the selection of winter gear here for my little one!

We are a big fan of the Canadan Pooch line and they carry a variety of jackets and sweaters here. And it's not just for big dogs - they have different sizes to fit all different size dogs.

Good selection of treats and food as well!"	0	0	0	['love', 'select', 'winter', 'gear', 'littl', 'onew', 'big', 'fan', 'canadan', 'pooch', 'line', 'carri', 'varieti', 'jacket', 'sweater', 'big', 'dog', 'differ', 'size', 'fit', 'differ', 'size', 'dogsgood', 'select', 'treat', 'food', 'well']
30	reeZj98t_X1DrZgQgFs9Kg	u0LXt3Uea_GidxRW1xcsfg	4_GIJk0tX3k0x0FcUv4sNA	4	2010-07-26	"Hidden on the east end of the Danforth is a lovely Thai restaurant. Found this restaurant while surfing on Yelp.

Surprisingly this place is pretty big to seat a big group of 12 and still have a few more small tables available. They are mainly a take-out restaurant, as many of the customers came in for take-out, and the service was a little bit slow. However, the food was great and it accommodating for many different people - seafood lovers, vegans, etc.

Definitely recommend the basil fried rice and the fried sole fish with eggplant but for those curry lovers out there, stay away from the roti curry chicken - no curry taste, just coconut favour. But the Roti itself was really good.

Most of the dishes were under $10 - definitely a good deal!

Will be back to try the noodle dishes!"	4	0	0	['hidden', 'east', 'end', 'danforth', 'love', 'thai', 'restaur', 'found', 'restaur', 'surf', 'yelpsurprisingli', 'place', 'pretti', 'big', 'seat', 'big', 'group', 'still', 'small', 'tabl', 'avail', 'mainli', 'takeout', 'restaur', 'mani', 'custom', 'came', 'takeout', 'servic', 'littl', 'bit', 'slow', 'howev', 'food', 'great', 'accommod', 'mani', 'differ', 'peopl', 'seafood', 'lover', 'vegan', 'etcdefinit', 'recommend', 'basil', 'fri', 'rice', 'fri', 'sole', 'fish', 'eggplant', 'curri', 'lover', 'stay', 'away', 'roti', 'curri', 'chicken', 'curri', 'tast', 'coconut', 'favour', 'roti', 'realli', 'goodmost', 'dish', 'definit', 'good', 'dealwil', 'back', 'tri', 'noodl', 'dish']
31	z9e32TaBomM5uY7fHYqYKg	u0LXt3Uea_GidxRW1xcsfg	I8rveLd-dl81u6c8YqAxmw	1	2012-05-11	"If you have not yet tried Wasabi - don't bother.

It's expensive and the food is disgusting. You have to order the sushi at the table, but everything else (i.e. salads, soups, cooked food) you can get up and go get it yourself.

The food is very bland, the sushi does not taste like anything - not even sure if the fish is fresh.

On the weekends, everyone seems to be there for the snow crab legs - if that's what you are coming for, forget it! You have to fight\/wait in-line to get it. It's probably easier to eat it at Mandarin.

If anyone suggests to go there, I highly recommend you go somewhere else!"	3	0	0	['yet', 'tri', 'wasabi', 'dont', 'botherit', 'expens', 'food', 'disgust', 'order', 'sushi', 'tabl', 'everyth', 'els', 'ie', 'salad', 'soup', 'cook', 'food', 'get', 'go', 'get', 'yourselfth', 'food', 'bland', 'sushi', 'tast', 'like', 'anyth', 'even', 'sure', 'fish', 'freshon', 'weekend', 'everyon', 'seem', 'snow', 'crab', 'leg', 'that', 'come', 'forget', 'fightwait', 'inlin', 'get', 'probabl', 'easier', 'eat', 'mandarinif', 'anyon', 'suggest', 'go', 'highli', 'recommend', 'go', 'somewher', 'els']
